ID,Type,SKU,Sold individually?
11356,simple,5224,0
11357,simple,5213,0
11358,simple,5193,0
11359,simple,5206,0
11360,simple,5188,0
11361,simple,5227,0
11362,simple,5211,0
11363,simple,5278,0
11364,simple,8171,0
11365,simple,5226,0
11366,simple,5215,0
11367,simple,5220,0
11368,simple,5230,0
11369,simple,105623,0
11370,simple,106525,0
11371,simple,9606,0
11372,simple,5234,0
11373,simple,5231,0
11374,simple,5271,0
11375,simple,5276,0
11376,simple,5186,0
11377,simple,5274,0
11378,simple,5208,0
11379,simple,5196,0
11380,simple,5264,0
11381,simple,7787,0
11382,simple,5247,0
11383,simple,5191,0
11384,simple,5270,0
11385,simple,5256,0
11386,simple,5233,0
11387,simple,5244,0
11388,simple,5269,0
11389,simple,5232,0
11390,simple,5262,0
11391,simple,5317,0
11392,simple,5251,0
11393,simple,5252,0
11394,simple,5243,0
11395,simple,5199,0
11396,simple,5249,0
11397,simple,5235,0
11398,simple,5236,0
11399,simple,5250,0
11400,simple,5239,0
11401,simple,5190,0
11402,simple,5238,0
11403,simple,5265,0
11404,simple,5267,0
11405,simple,5240,0
11406,simple,5277,0
11407,simple,5254,0
11408,simple,5259,0
11409,simple,5275,0
11410,simple,5248,0
11411,simple,5257,0
11412,simple,5268,0
11413,simple,5263,0
11414,simple,5266,0
11415,simple,5273,0
11416,simple,5261,0
11417,simple,5286,0
11418,simple,8172,0
11419,simple,5272,0
11420,simple,5237,0
11421,simple,5258,0
11422,simple,5219,0
11423,simple,9612,0
11424,simple,5279,0
11425,simple,5305,0
11426,simple,5290,0
11427,simple,5303,0
11428,simple,5295,0
11429,simple,5302,0
11430,simple,5283,0
11431,simple,5293,0
11432,simple,5284,0
11433,simple,5285,0
11434,simple,5245,0
11435,simple,9613,0
11436,simple,5281,0
11437,simple,5282,0
11438,simple,5300,0
11439,simple,5280,0
11440,simple,5304,0
11441,simple,5307,0
11442,simple,5306,0
11443,simple,5292,0
11444,simple,5289,0
11445,simple,5294,0
11446,simple,5298,0
11447,simple,5299,0
11448,simple,5297,0
11449,simple,5301,0
11450,simple,5296,0
11451,simple,5291,0
11452,simple,5308,0
11453,simple,5253,0
11454,simple,5246,0
11455,simple,5314,0
11456,simple,5315,0
11457,simple,5310,0
11458,simple,5309,0
11459,simple,5311,0
11460,simple,5313,0
11461,simple,5202,0
11462,simple,5241,0
11463,simple,5953,0
11464,simple,5952,0
